basevariante,aliment,variante,tva,famille,allergenes
Substitut de repas hypocalorique,Substitut de repas hypocalorique,,-,Epicerie,
Sucre en poudre vanillé,Sucre,en poudre vanillé,-,Epicerie,
Sucre morceau,Sucre,morceau,-,Epicerie,
Sucre glace,Sucre,glace,-,Epicerie,
Sucre de canne,Sucre,de canne,-,Epicerie,
Sucre en poudre,Sucre,en poudre,-,Epicerie,
Sucre allégé à l'aspartame,Sucre,allégé à l'aspartame,-,Epicerie,
Sucre blanc,Sucre,blanc,-,Epicerie,
Sucre roux,Sucre,roux,-,Epicerie,
Sucre semoule,Sucre,semoule,-,Epicerie,
Sureau baie,Sureau,baie,-,Fruits_et_légumes,
Surimi,Surimi,,-,Viandes_Poissons,
Surimi fourré au fromage,Surimi,fourré au fromage,-,Viandes_Poissons,
Surimi miette,Surimi,miette,-,Viandes_Poissons,
Surimi,Surimi,,-,Viandes_Poissons,
Sushi aux produits de la mer,Sushi aux produits de la mer,,-,Epicerie,
Tabasco,Tabasco,,-,Epicerie,
Taboulé au poulet,Taboulé,au poulet,-,Epicerie,
Taboulé,Taboulé,,-,Epicerie,
Tacaud,Tacaud,,-,Viandes_Poissons,
Tagliatelle,Tagliatelle,,-,Epicerie,
Tahin,Tahin,,-,Epicerie,
Tajine de mouton,Tajine,de mouton,-,Epicerie,
Tajine de poulet,Tajine,de poulet,-,Epicerie,
Tamarin,Tamarin,,-,Fruits_et_légumes,
Tandoori,Tandoori,,-,Epicerie,
Tapenade,Tapenade,,-,Epicerie,
Tapioca,Tapioca,,-,Fruits_et_légumes,
Tarama,Tarama,,-,Viandes_Poissons,
Taro tubercule,Taro,tubercule,-,Fruits_et_légumes,
Tarte aux myrtilles,Tarte,aux myrtilles,-,Epicerie,
Tarte trois fromages,Tarte,trois fromages,-,Epicerie,
Tarte aux fraises,Tarte,aux fraises,-,Epicerie,
Tarte aux fraises,Tarte,aux fraises,-,Epicerie,
Tarte bourdaloue aux poires,Tarte,bourdaloue aux poires,-,Epicerie,
Tarte aux figues,Tarte,aux figues,-,Epicerie,
Tarte au citron meringuée,Tarte,au citron meringuée,-,Epicerie,
Tarte au fromage,Tarte,au fromage,-,Epicerie,
Tarte au chocolat,Tarte,au chocolat,-,Epicerie,
Tarte aux prunes,Tarte,aux prunes,-,Epicerie,
Tarte au citron,Tarte,au citron,-,Epicerie,
Tarte aux framboises,Tarte,aux framboises,-,Epicerie,
Tarte aux abricots,Tarte,aux abricots,-,Epicerie,
Tarte aux abricots,Tarte,aux abricots,-,Epicerie,
Tarte thon/tomate,Tarte,thon/tomate,-,Epicerie,
Tarte au saumon,Tarte,au saumon,-,Epicerie,
Tarte tomate chèvre basilic,Tarte,tomate chèvre basilic,-,Epicerie,
Tarte à l'oignon,Tarte,à l'oignon,-,Epicerie,
Tarte aux légumes,Tarte,aux légumes,-,Epicerie,
Tarte aux pommes,Tarte,aux pommes,-,Epicerie,
Tarte pomme/rhubarbe,Tarte,pomme/rhubarbe,-,Epicerie,
Tarte aux trois fromages bande,Tarte,aux trois fromages bande,-,Epicerie,
Tarte riesling,Tarte,riesling,-,Epicerie,
Tarte aux fruits,Tarte,aux fruits,-,Epicerie,
Tarte aux fruits et crème pâtissière,Tarte,aux fruits et crème pâtissière,-,Epicerie,
Tarte aux fruits rouges,Tarte,aux fruits rouges,-,Epicerie,
Tarte aux poires,Tarte,aux poires,-,Epicerie,
Tarte aux cerises,Tarte,aux cerises,-,Epicerie,
Tarte,Tarte,,-,Epicerie,
Tarte à la provençale,Tarte,à la provençale,-,Epicerie,
Tarte à la tomate,Tarte,à la tomate,-,Epicerie,
Tarte au maroilles,Tarte,au maroilles,-,Epicerie,
Tarte aux noix de saint-jacques,Tarte,aux noix de saint-jacques,-,Epicerie,
Tarte épinard chèvre,Tarte,épinard chèvre,-,Epicerie,
Tarte aux poireaux,Tarte,aux poireaux,-,Epicerie,
Tarte aux myrtilles aux poires,Tarte aux myrtilles,aux poires,-,Epicerie,
Tarte fond 28 cm,Tarte fond 28 cm,,-,Epicerie,
Tarte normande,Tarte normande,,-,Epicerie,
Tarte Tatin,Tarte Tatin,,-,Epicerie,
Tarte tropézienne,Tarte tropézienne,,-,Epicerie,
Tartelette salée,Tartelette,salée,-,Epicerie,
Tartelette sablée,Tartelette sablée,,-,Epicerie,
Tartiflette,Tartiflette,,-,Epicerie,
Tartine craquante extrudée et grillée fourrée au chocolat,Tartine craquante extrudée et grillée,fourrée au chocolat,-,Epicerie,
Tartine craquante extrudée et grillée fourrée aux fruits,Tartine craquante extrudée et grillée,fourrée aux fruits,-,Epicerie,
Tartine craquante extrudée et grillée,Tartine craquante extrudée et grillée,,-,Epicerie,
Tempeh,Tempeh,,-,Epicerie,
Terrine de poulet,Terrine,de poulet,-,Viandes_Poissons,
Terrine de lapin,Terrine,de lapin,-,Viandes_Poissons,
Terrine de canard,Terrine,de canard,-,Viandes_Poissons,
Terrine de saumon,Terrine,de saumon,-,Viandes_Poissons,
Terrine forestière,Terrine,forestière,-,Viandes_Poissons,
Terrine aux champignons forestier,Terrine,aux champignons forestier,-,Viandes_Poissons,
Terrine de campagne,Terrine,de campagne,-,Viandes_Poissons,
Terrine pistou,Terrine,pistou,-,Viandes_Poissons,
Terrine de poisson,Terrine,de poisson,-,Viandes_Poissons,
Terrine de fruits de mer,Terrine,de fruits de mer,-,Viandes_Poissons,
Terrine de poisson,Terrine,de poisson,-,Viandes_Poissons,
Terrine de sanglier,Terrine,de sanglier,-,Viandes_Poissons,
Terrine de chevreuil,Terrine,de chevreuil,-,Viandes_Poissons,
Terrine de légumes,Terrine de légumes,,-,Epicerie,
Tétragone cornue,Tétragone cornue,,-,Fruits_et_légumes,
Thé à la menthe,Thé,à la menthe,-,Epicerie,
Thé vert infusé,Thé,vert infusé,-,Epicerie,
Thé feuille,Thé,feuille,-,Epicerie,
Thé,Thé,,-,Epicerie,
Thé infusé,Thé,infusé,-,Epicerie,
Thé noir infusé,Thé,noir infusé,-,Epicerie,
Thé oolong infusé,Thé,oolong infusé,-,Epicerie,
Thon,Thon,,-,Viandes_Poissons,
Thon,Thon,,-,Viandes_Poissons,
Thon à la catalane,Thon,à la catalane,-,Viandes_Poissons,
Thon à l'huile de tournesol miettes,Thon à l'huile de tournesol,miettes,-,Viandes_Poissons,
Thon à l'huile de tournesol,Thon à l'huile de tournesol,,-,Viandes_Poissons,
Thon à la tomate miettes,Thon à la tomate,miettes,-,Viandes_Poissons,
Thon albacore ou thon jaune,Thon albacore ou thon jaune,,-,Viandes_Poissons,
Thon albacore ou thon jaune,Thon albacore ou thon jaune,,-,Viandes_Poissons,
Thon germon ou thon blanc à l'huile d'olive,Thon germon ou thon blanc,à l'huile d'olive,-,Viandes_Poissons,
Thon germon ou thon blanc,Thon germon ou thon blanc,,-,Viandes_Poissons,
Thon listao,Thon listao,,-,Viandes_Poissons,
Thon naturel,Thon naturel,,-,Viandes_Poissons,
Thon naturel poche,Thon naturel,poche,-,Viandes_Poissons,
Thon rouge,Thon rouge,,-,Viandes_Poissons,
Thym,Thym,,-,Fruits_et_légumes,
Thym séché,Thym,séché,-,Fruits_et_légumes,
Ti nain,Ti nain,,-,Fruits_et_légumes,
Tielle sétoise,Tielle sétoise,,-,Epicerie,
Tilapia,Tilapia,,-,Viandes_Poissons,
Tiramisu en bande,Tiramisu,en bande,-,BOF,
Tiramisu,Tiramisu,,-,BOF,
Tisane infusée non sucrée,Tisane infusée,non sucrée,-,Epicerie,
Toasts salés garnitures diverses,Toasts salés,garnitures diverses,-,Epicerie,
Tofu soyeux,Tofu,soyeux,-,Epicerie,
Tofu,Tofu,,-,Epicerie,
Tofu fumé,Tofu,fumé,-,Epicerie,
Tofu nature,Tofu,nature,-,Epicerie,
Tomate confite,Tomate,confite,-,Fruits_et_légumes,
Tomate à farcir,Tomate,à farcir,-,Fruits_et_légumes,
Tomate torino,Tomate,torino,-,Fruits_et_légumes,
Tomate allongée,Tomate,allongée,-,Fruits_et_légumes,
Tomate pulpe,Tomate,pulpe,-,Fruits_et_légumes,
Tomate locabelle,Tomate,locabelle,-,Fruits_et_légumes,
Tomate,Tomate,,-,Fruits_et_légumes,
Tomate,Tomate,,-,Fruits_et_légumes,
Tomate concentré,Tomate,concentré,-,Fruits_et_légumes,
Tomate double concentré,Tomate,double concentré,-,Fruits_et_légumes,
Tomate coeur de boeuf,Tomate,coeur de boeuf,-,Fruits_et_légumes,
Tomate en cubes,Tomate,en cubes,-,Fruits_et_légumes,
Tomate entière,Tomate,entière,-,Fruits_et_légumes,
Tomate séchée,Tomate,séchée,-,Fruits_et_légumes,
Tomate en poudre haute viscosité,Tomate,en poudre haute viscosité,-,Fruits_et_légumes,
Tomate à la provençale,Tomate à la provençale,,-,Epicerie,
Tomate cerise,Tomate cerise,,-,Fruits_et_légumes,
Tomate côtelée,Tomate côtelée,,-,Fruits_et_légumes,
Tomate farcie,Tomate farcie,,-,Epicerie,
Tomate grappe,Tomate grappe,,-,Fruits_et_légumes,
Tomate pelée concassée entière,Tomate pelée,concassée entière,-,Fruits_et_légumes,
Tomate pelée concassée,Tomate pelée,concassée,-,Fruits_et_légumes,
Tomate ronde,Tomate ronde,,-,Fruits_et_légumes,
Tomate verte,Tomate verte,,-,Fruits_et_légumes,
tome de montagne,tome de montagne,,-,BOF,
tome de vache,tome de vache,,-,BOF,
Tome des Bauges,Tome des Bauges,,-,BOF,
Tomme d'Estaing,Tomme,d'Estaing,-,BOF,
Tomme de brebis,Tomme,de brebis,-,BOF,
Tomme frâiche,Tomme,frâiche,-,BOF,
Tomme de savoie,Tomme,de savoie,-,BOF,
Tomme pyrénées,Tomme,pyrénées,-,BOF,
Tomme noire,Tomme,noire,-,BOF,
Tomme,Tomme,,-,BOF,
Tomme 10% mg,Tomme,10% mg,-,BOF,
Tomme blanche prédecoupé,Tomme,blanche prédecoupé,-,BOF,
Tomme grise,Tomme,grise,-,BOF,
Tomme blanche,Tomme,blanche,-,BOF,
Tonic,Tonic,,-,Epicerie,
Tonic sucré,Tonic,sucré,-,Epicerie,
Topinambour,Topinambour,,-,Fruits_et_légumes,
Torsade Fusilli,Torsade Fusilli,,-,Epicerie,
Torsades,Torsades,,-,Epicerie,
Tortilla espagnole,Tortilla,espagnole,-,BOF,
Tortilla à base de blé,Tortilla,à base de blé,-,BOF,
Tortilla à base de maïs,Tortilla,à base de maïs,-,BOF,
Tortillas chips,Tortillas,chips,-,Epicerie,
Tortis,Tortis,,-,Epicerie,
Totame pelée,Totame pelée,,-,Fruits_et_légumes,
Tournesol graine salé,Tournesol,graine salé,-,Epicerie,
Tournesol graine,Tournesol,graine,-,Epicerie,
Touron,Touron,,-,Epicerie,
Tourte au riesling,Tourte,au riesling,-,Epicerie,
Tourteau,Tourteau,,-,Viandes_Poissons,
Tranche napolitaine,Tranche napolitaine,,-,Epicerie,
Tripes à la provençale,Tripes,à la provençale,-,Epicerie,
Tripes de boeuf,Tripes,de boeuf,-,Epicerie,
Tripes à la mode de Caen,Tripes à la mode de Caen,,-,Epicerie,
Truite,Truite,,-,Viandes_Poissons,
Truite vidées et désarrêtées,Truite,vidées et désarrêtées,-,Viandes_Poissons,
Truite arc en ciel élevage,Truite arc en ciel,élevage,-,Viandes_Poissons,
Truite arc en ciel,Truite arc en ciel,,-,Viandes_Poissons,
Truite d'élevage,Truite d'élevage,,-,Viandes_Poissons,
Truite d'élevage fumée,Truite d'élevage,fumée,-,Viandes_Poissons,
Truite de mer,Truite de mer,,-,Viandes_Poissons,
Truite saumonée,Truite saumonée,,-,Viandes_Poissons,
Tuile aux amandes,Tuile,aux amandes,-,Epicerie,
Turbot sauvage,Turbot,sauvage,-,Viandes_Poissons,
Turbot,Turbot,,-,Viandes_Poissons,
Turbot d'élevage,Turbot,d'élevage,-,Viandes_Poissons,
Tzatziki à base de fromage frais,Tzatziki,à base de fromage frais,-,Epicerie,
Tzatziki à base de yaourt,Tzatziki,à base de yaourt,-,Epicerie,
Vacherin vanille-framboise,Vacherin,vanille-framboise,-,Epicerie,
Vacherin,Vacherin,,-,Epicerie,
Vacherin-Mont d'Or,Vacherin-Mont d'Or,,-,BOF,
Valençay,Valençay,,-,BOF,
Vanille gousse,Vanille,gousse,-,Epicerie,
Vanille extrait alcoolique,Vanille,extrait alcoolique,-,Epicerie,
Vanille extrait aqueux,Vanille,extrait aqueux,-,Epicerie,
Veau escalope,Veau,escalope,-,Viandes_Poissons,
Veau filet,Veau,filet,-,Viandes_Poissons,
Veau côte,Veau,côte,-,Viandes_Poissons,
Veau poitrine sauté,Veau,poitrine sauté,-,Viandes_Poissons,
Veau poitrine sauté farçie,Veau,poitrine sauté farçie,-,Viandes_Poissons,
Veau collier,Veau,collier,-,Viandes_Poissons,
Veau collier sauté,Veau,collier sauté,-,Viandes_Poissons,
Veau viande hachée,Veau,viande hachée,-,Viandes_Poissons,
Veau jarret,Veau,jarret,-,Viandes_Poissons,
Veau épaule,Veau,épaule,-,Viandes_Poissons,
Veau steak,Veau,steak,-,Viandes_Poissons,
Veau,Veau,,-,Viandes_Poissons,
Veau carré,Veau,carré,-,Viandes_Poissons,
Veau pied,Veau,pied,-,Viandes_Poissons,
Veau poitrine,Veau,poitrine,-,Viandes_Poissons,
Veau tête,Veau,tête,-,Viandes_Poissons,
Veau noix,Veau,noix,-,Viandes_Poissons,
Veau osso bucco,Veau osso bucco,,-,Epicerie,
Velouté de tomate,Velouté,de tomate,-,Epicerie,
Velouté de légumes,Velouté,de légumes,-,Epicerie,
Velouté aux asperges,Velouté,aux asperges,-,Epicerie,
Velouté de bolet,Velouté,de bolet,-,Epicerie,
Velouté poirreaux/pomme de terre,Velouté,poirreaux/pomme de terre,-,Epicerie,
Vermicelle de soja,Vermicelle,de soja,-,Epicerie,
Vermicelle de soja sèche,Vermicelle,de soja sèche,-,Epicerie,
Vermicelle de riz,Vermicelle,de riz,-,Epicerie,
Vermicelles multicolores,Vermicelles,multicolores,-,Epicerie,
Vermicelles,Vermicelles,,-,Epicerie,
Vermicelles 1/2 complète,Vermicelles,1/2 complète,-,Epicerie,
Verveine,Verveine,,-,Fruits_et_légumes,
Viande des Grisons,Viande des Grisons,,-,Viandes_Poissons,
Viande haché boeuf 10 %mg,Viande haché,boeuf 10 %mg,-,Viandes_Poissons,
Viande haché boeuf 15%mg,Viande haché,boeuf 15%mg,-,Viandes_Poissons,
Viande haché boeuf 10% mg,Viande haché,boeuf 10% mg,-,Viandes_Poissons,
Viande haché boeuf 5% mg,Viande haché,boeuf 5% mg,-,Viandes_Poissons,
Viande haché boeuf 15 % mg,Viande haché,boeuf 15 % mg,-,Viandes_Poissons,
Viande haché de porc,Viande haché,de porc,-,Viandes_Poissons,
Viande hachée végétarienne,Viande hachée végétarienne,,-,Viandes_Poissons,
Viennois café,Viennois,café,-,BOF,
Viennois au chocolat,Viennois,au chocolat,-,BOF,
Viennois caramel,Viennois,caramel,-,BOF,
Viennois vanille,Viennois,vanille,-,BOF,
Viennois de dinde,Viennois,de dinde,-,BOF,
Vin blanc mousseux,Vin blanc,mousseux,-,Epicerie,
Vin blanc,Vin blanc,,-,Epicerie,
Vin blanc cuisine liquide,Vin blanc,cuisine liquide,-,Epicerie,
Vin doux,Vin doux,,-,Epicerie,
Vin rosé,Vin rosé,,-,Epicerie,
Vin rouge,Vin rouge,,-,Epicerie,
Vin rouge cuisine,Vin rouge,cuisine,-,Epicerie,
Vinaigre de vin,Vinaigre,de vin,-,Epicerie,
Vinaigre de vin,Vinaigre,de vin,-,Epicerie,
Vinaigre balsamique,Vinaigre,balsamique,-,Epicerie,
Vinaigre de xeres,Vinaigre,de xeres,-,Epicerie,
Vinaigre de riz,Vinaigre,de riz,-,Epicerie,
Vinaigre de framboise,Vinaigre,de framboise,-,Epicerie,
Vinaigre de cidre,Vinaigre,de cidre,-,Epicerie,
Vinaigre,Vinaigre,,-,Epicerie,
Vinaigre d'alcool blanc 6°,Vinaigre,d'alcool blanc 6°,-,Epicerie,
Vivaneau,Vivaneau,,-,Viandes_Poissons,
Vodka,Vodka,,-,Epicerie,
Volaille émincé,Volaille,émincé,-,Viandes_Poissons,
Wakamé,Wakamé,,-,Epicerie,
Wakamé atlantique,Wakamé,atlantique,-,Epicerie,
Whisky,Whisky,,-,Epicerie,
Yakitori,Yakitori,,-,Epicerie,
Yaourt nature 1/2 écrémé,Yaourt,nature 1/2 écrémé,-,BOF,
Yaourt à la grecque aromatisé,Yaourt,à la grecque aromatisé,-,BOF,
Yaourt à la grecque au lait de brebis,Yaourt,à la grecque au lait de brebis,-,BOF,
Yaourt à la grecque sur lit de fruits,Yaourt,à la grecque sur lit de fruits,-,BOF,
Yaourt à la grecque,Yaourt,à la grecque,-,BOF,
Yaourt au lait de brebis,Yaourt,au lait de brebis,-,BOF,
Yaourt au lait de chèvre,Yaourt,au lait de chèvre,-,BOF,
Yaourt aux fruits demi-écrémé,Yaourt,aux fruits demi-écrémé,-,BOF,
Yaourt à l'abricot,Yaourt,à l'abricot,-,BOF,
Yaourt à la fraise,Yaourt,à la fraise,-,BOF,
Yaourt aux fruits rouges,Yaourt,aux fruits rouges,-,BOF,
Yaourt 1/2 écrémé,Yaourt,1/2 écrémé,-,BOF,
Yaourt bulgare,Yaourt,bulgare,-,BOF,
Yaourt nature sucré,Yaourt,nature sucré,-,BOF,
Yaourt à la noix de coco,Yaourt,à la noix de coco,-,BOF,
Yaourt nature,Yaourt,nature,-,BOF,
Yaourt au citron,Yaourt,au citron,-,BOF,
Yaourt nature lait entier,Yaourt,nature lait entier,-,BOF,
Yaourt,Yaourt,,-,BOF,
Yaourt à la vanille,Yaourt,à la vanille,-,BOF,
Yaourt à boire,Yaourt à boire,,-,BOF,
Zeste d'orange confit,Zeste d'orange confit,,-,Epicerie,
Raisin sec,Raisin sec,,-,Fruits_et_légumes,
Anis vert grains,Anis,vert grains,-,Epicerie,
Limoncello forte >8° alcool,Limoncello,forte >8° alcool,-,Epicerie,
Moelle en morceaux,Moelle,en morceaux,-,Viandes_Poissons,
Guignolet forte >8° alcool,Guignolet,forte >8° alcool,-,Epicerie,
Pepperoni tranche,Pepperoni,tranche,-,Viandes_Poissons,
Linguine de pâtes,Linguine,de pâtes,-,BOF,
Porcelet carré,Porcelet,carré,-,Viandes_Poissons,
Combawa,Combawa,,-,Fruits_et_légumes,
Trompettes de la mort séché,Trompettes de la mort,séché,-,Epicerie,
Trompettes de la mort,Trompettes de la mort,,-,Epicerie,
Galanga en poudre,Galanga,en poudre,-,Epicerie,
Mélange de la garrigue en poudre,Mélange de la garrigue,en poudre,-,Epicerie,
Note d'épices douces en poudre,Note d'épices douces,en poudre,-,Epicerie,
Épices thaï en poudre,Épices thaï,en poudre,-,Epicerie,
Épices tajine en poudre,Épices tajine,en poudre,-,Epicerie,
Edamame,Edamame,,-,Fruits_et_légumes,
Sot l'y laisse de volaille,Sot l'y laisse,de volaille,-,Viandes_Poissons,
Coquelet,Coquelet,,-,Viandes_Poissons,
Pavé aux herbes,Pavé,aux herbes,-,Viandes_Poissons,
Pavé aux poivres,Pavé,aux poivres,-,Viandes_Poissons,
Savaron,Savaron,,-,BOF,
Amaretto forte >8° alcool,Amaretto,forte >8° alcool,-,Epicerie,
Noilly Prat forte >8° alcool,Noilly Prat,forte >8° alcool,-,Epicerie,
Supions,Supions,,-,Viandes_Poissons,
Encre de seiche,Encre,de seiche,-,Viandes_Poissons,
Shiitake,Shiitake,,-,Fruits_et_légumes,
Shiitake sec,Shiitake,sec,-,Fruits_et_légumes,
Taleggio,Taleggio,,-,BOF,
Jarreton de porc,Jarreton,de porc,-,Viandes_Poissons,
Piment d'Espelette en poudre,Piment d'Espelette,en poudre,-,Epicerie,
Foin,Foin,,-,Epicerie,
Fondant blanc,Fondant,blanc,-,Epicerie,
Praliné,Praliné,,-,Epicerie,
Bisque de homard,Bisque,de homard,-,Viandes_Poissons,
Étrilles,Étrilles,,-,Viandes_Poissons,
Banyuls forte >8° alcool,Banyuls,forte >8° alcool,-,Epicerie,
Tablier de sapeur,Tablier de sapeur,,-,Viandes_Poissons,
Fond de charlotte,Fond,de charlotte,-,Epicerie,
Chou rave,Chou rave,,-,Fruits_et_légumes,
Jalapenos au vinaigre,Jalapenos,au vinaigre,-,Fruits_et_légumes,
Fritons de canard,Fritons,de canard,-,Viandes_Poissons,
Fritons de porc,Fritons,de porc,-,Viandes_Poissons,
